V1	V2
PIGW	IPO4
PIGW	PIGC
PIGW	HSPH1
PIGW	PIGK
PIGW	SLC25A31
PIGW	SEC63
PIGW	ARFGEF2
PIGW	ARFGEF1
PIGW	NARS
PIGW	HSPA4L
PIGW	SLC25A5
PIGW	HSP90AA1
PIGW	PFKM
PIGW	HSP90AB1
PIGW	UBC
PIGW	HSPA1A
PIGW	HSPA1B
PIGW	HSPA8
PIGW	SLC25A4
PIGW	SLC25A6
PIGW	EEF2
PIGW	HSPA6
PIGW	PFKL
PIGW	RCC1
PIGW	TAF1
PIGW	HSPA4
PIGW	GARS
PIGW	HSPA2
PIGW	PFKP
PIGW	KPNB1
PIGW	SLC39A4
IP6K3	MAP3K3
IP6K3	SRRT
IP6K3	ELP3
IP6K3	BAIAP2L1
IP6K3	PCCA
IP6K3	UBL4A
IP6K3	MAPK3
IP6K3	BAG6
IP6K3	NUP107
IP6K3	SMAD3
IP6K3	TARDBP
IP6K3	PHF21A
ITPKC	AURKA
ITPKC	TP53
ITPKC	PPP3CC
ITPKC	CALM1
ITPKC	IL16
IP6K2	PLSCR1
IP6K2	GTPBP6
IP6K2	TP53
IP6K2	HSP90AA1
IP6K2	HSP90AB1
IP6K2	UBB
IP6K2	UBC
IP6K2	GABRR1
IP6K2	MEOX2
IP6K2	SUMO3
IP6K2	RPS27A
IP6K2	UBA52
IP6K2	TRAF2
IP6K2	LNX2
IP6K2	RBPMS
IP6K2	UNK
ITPKA	YWHAQ
ITPKA	YWHAB
ITPKA	CALM1
ITPKA	YWHAZ
ITPKA	GRIN1
ITPKA	DBN1
ITPKA	ITSN2
IP6K1	UBXN4
IP6K1	UNK
IP6K1	CACNA1A
IP6K1	HSP90AB1
IP6K1	UBC
IP6K1	CLK1
IP6K1	COPS2
IP6K1	RBX1
IP6K1	GPS1
IP6K1	CUL4A
IP6K1	EXOSC7
IP6K1	DDB1
IP6K1	RAB3IL1
