gene1	gene	score
CAT	SOD2	1
CAT	UBC	1
SOD2	UBC	1
SOD2	CAT	1
SOD1	UBC	1
SOD1	HSPA1A	1
SOD1	HSPA1B	1
SOD1	HSPA5	1
SOD1	HSPA8	1
SOD1	HSPA4	1
SOD1	SUMO3	1
SOD1	SUMO2	1
SOD1	SUMO1	1
SOD1	SUMO4	1
SOD1	CCS	1
SOD1	RNF19A	0.799
SOD1	COMMD1	0.625
SOD1	SQSTM1	0.587
SOD1	STUB1	0.55
SOD1	PARK7	0.479
SOD3	ATP7B	0.409
SOD3	ATP7A	0.409
SOD1	P4HB	0.39
CAT	EHHADH	0.384
SOD1	CHGA	0.382
CAT	ABL2	0.379
SOD1	HSCB	0.379
SOD1	CHEK2	0.376
SOD1	PDIA2	0.375
CAT	APP	0.372
SOD1	CHGB	0.371
SOD1	DNAJB2	0.369
SOD1	EEA1	0.367
CAT	PTPN11	0.366
CAT	ABL1	0.365
SOD1	OPTN	0.363
CAT	TUBA8	0.362
SOD1	CRYAB	0.362
SOD1	BCL2	0.361
SOD2	TP53	0.353
SOD1	RAC1	0.351
SOD1	HDAC6	0.288
SOD1	MARCH5	0.265
CAT	PEX5	0.239
SOD2	FOXO3	0.232
SOD1	RACK1	0.225
SOD1	PSMD4	0.221
SOD1	GFER	0.209
SOD1	FH	0.207
SOD1	TIMM13	0.206
SOD1	PPP1R12A	0.202
SOD1	PTBP1	0.201
SOD1	IQGAP1	0.2
SOD1	AMFR	0.199
SOD2	USP36	0.196
SOD1	DYNLT1	0.192
SOD1	DYNC2LI1	0.192
SOD1	DCTN1	0.191
SOD2	SIRT6	0.183
SOD1	UBE3A	0.181
SOD1	PPP2R1B	0.18
SOD1	PPP2R1A	0.179
CAT	AMY1A	0.178
CAT	AMY2A	0.178
CAT	AMY2B	0.178
SOD1	HSPA6	0.175
SOD1	HSPA2	0.175
SOD1	HSPH1	0.175
SOD1	HSPA4L	0.175
SOD1	KCNMA1	0.174
CAT	RAD23B	0.166
CAT	SOST	0.166
SOD2	MINOS1	0.165
SOD2	STK4	0.162
CAT	EZH2	0.161
SOD1	GJA1	0.161
SOD1	DNAJA1	0.161
SOD1	HEATR6	0.161
SOD1	HECW1	0.161
CAT	KPNA1	0.159
CAT	KPNA5	0.159
SOD2	SUMO1	0.159
SOD1	SSR4	0.159
CAT	SUMO4	0.158
SOD1	ESR1	0.158
SOD1	POLR2A	0.158
CAT	PARK7	0.157
SOD2	H2AFX	0.157
SOD1	ABCC3	0.156
CAT	HSD17B10	0.155
CAT	ESR1	0.155
SOD2	PPIF	0.155
SOD2	PPIA	0.155
SOD1	MAPK3	0.155
SOD1	MAPK1	0.155
SOD1	DLG4	0.155
SOD1	YWHAH	0.155
SOD1	FBXO32	0.155
SOD2	PPIE	0.154
SOD1	YWHAG	0.154
CAT	TAF1	0.153
CAT	NEDD4	0.153
CAT	UPF1	0.153
CAT	NEDD4L	0.153
CAT	SLC2A4	0.152
SOD2	KAT2B	0.152
SOD1	CALML6	0.152
SOD1	WDR76	0.152
SOD1	CALML5	0.152
SOD2	PSKH1	0.151
SOD2	SLC2A4	0.151
SOD2	PNCK	0.151
SOD2	CAMK1G	0.151
SOD1	TPR	0.151
SOD1	CALML3	0.151
SOD1	CALM1	0.151
SOD1	EWSR1	0.151
SOD1	STXBP5L	0.151
CAT	MAPK3	0.15
CAT	MAPK1	0.15
CAT	PRTFDC1	0.15
CAT	AKAP8L	0.15
SOD2	SCRN1	0.15
