gene1	gene	score
AASDHPPT	UBC	1
AASDHPPT	FASN	1
DUS3L	UBC	1
DUS2	EPRS	1
TECRL	UBC	1
ACO2	UBC	1
CDYL	UBC	1
CDYL	HDAC1	1
CDYL	HDAC2	1
THEM4	AKT1	1
THEM4	AKT2	1
ACOT2	UBC	1
ACOT7	UBC	1
OLAH	FASN	1
SCD5	UBC	1
SCD	UBC	1
CDYL	HIST1H3A	0.482
TECRL	ELOVL5	0.42
ACO2	FXN	0.375
CDYL	SUZ12	0.375
CDYL	EZH2	0.372
ACOT7	BRCA1	0.372
SCD	VCP	0.36
ACO2	ITPR1	0.242
ACO2	BCAT2	0.235
ACO2	BCAT1	0.233
CDYL	EHMT2	0.225
THEM4	PHLPP2	0.225
ACO2	NCS1	0.223
CDYL	ZNF644	0.215
CDYL	REST	0.202
CDYL	SETDB1	0.201
CDYL	SMARCA4	0.2
CDYL	SMARCB1	0.199
CDYL	WIZ	0.182
ACO2	NPEPPS	0.175
ACO2	SUMO4	0.175
ACO2	CLPP	0.173
CDYL	CTBP1	0.172
SCD5	SACM1L	0.172
SCD	SACM1L	0.172
ACO2	PRKAR1B	0.171
ACO2	PRKAR1A	0.17
ACO2	PRKAR2A	0.17
ACO2	PRKAR2B	0.17
TECRL	HSP90AB1	0.168
ACO2	PSMD4	0.168
ACO2	SUMO1	0.168
CDYL	MIER2	0.168
DUS2	KAT5	0.167
ACO2	ABCG1	0.167
CDYL	RPS9	0.165
SCD5	KAT5	0.165
SCD	KAT5	0.165
OXSM	COX5B	0.164
ACOT1	UBC	0.164
CDYL	MYC	0.163
SCD	E2F3	0.162
DUS2	UBC	0.161
ACOT7	CD247	0.161
DUS3L	CDK2	0.16
AASDHPPT	USP22	0.159
ACO2	YWHAQ	0.159
ACO2	YWHAB	0.159
ACO2	YWHAZ	0.159
CDYL	MIER1	0.159
SCD5	HSP90AB1	0.159
SCD	HSP90AB1	0.159
DUS4L	FANCA	0.158
ACO2	VCAM1	0.158
ACOT4	PEX5	0.158
SCD	MYC	0.158
AASDHPPT	SLX4	0.157
MCAT	SUMO3	0.157
MCAT	SUMO2	0.157
ACO2	SUMO3	0.157
CDYL	RBBP4	0.157
ACOT2	PEX5	0.157
SCD5	HSPA1B	0.157
SCD5	HSPA8	0.157
SCD5	HSPA6	0.157
SCD5	HSPA1L	0.157
SCD5	TMED10	0.157
SCD5	HSPA2	0.157
SCD	HSPA1B	0.157
SCD	HSPA8	0.157
SCD	HSPA6	0.157
SCD	HSPA1L	0.157
SCD	TMED10	0.157
SCD	HSPA2	0.157
CDYL	HIST3H3	0.156
ACOT7	DLG4	0.156
MCAT	ICT1	0.155
ACO2	MDH2	0.155
ACO2	CSNK1D	0.155
ACO2	DLG4	0.155
ACO2	YWHAH	0.155
DUS3L	HECW2	0.154
DUS1L	NEDD4L	0.154
DUS1L	NEDD4	0.154
ACO2	MLH1	0.154
ACO2	YWHAG	0.154
CDYL	HECW2	0.154
ACOT7	DLC1	0.154
AASDHPPT	TRAF2	0.153
ACOT2	SLC2A4	0.153
ACOT1	SLC2A4	0.153
ACOT7	OTUB1	0.153
SCD	TAF1	0.153
AASDHPPT	STIL	0.152
DUS4L	UBC	0.152
ACO2	TRIP12	0.152
ACOT7	SUMO1	0.152
SCD	EGFR	0.152
ACO2	MYO5C	0.151
ACO2	MYO5B	0.151
ACO2	MYO5A	0.151
ACO2	PSMD14	0.151
ACO2	HSPA4L	0.151
ACO2	ALDOA	0.151
ACO2	ALDOB	0.151
