gene1	gene	score
Hdc	EndoA	0.111111111111111
Hdc	CG14113	0.111111111111111
EndoA	Synj	0.037037037037037
EndoA	Manf	0.0123456790123457
EndoA	ATPsyndelta	0.0123456790123457
EndoA	l(3)05822	0.0123456790123457
EndoA	Hsc70-5	0.0123456790123457
EndoA	Lrrk	0.0123456790123457
EndoA	dl	0.0123456790123457
EndoA	Hdc	0.0123456790123457
EndoA	shi	0.0123456790123457
CG14113	Hdc	0.0123456790123457
CG14113	CG15631	0.0123456790123457
CG14113	RPA2	0.0123456790123457
