V1	V2
SerRS-m	vir-1
SerRS-m	Mp20
SerRS	Pi3K68D
SerRS	Cnx99A
SerRS	MRP
SerRS	CG3008
SerRS	boca
SerRS	CG12264
SerRS	CG2064
SerRS	CG17765
SerRS	UQCR-6.4
SerRS	CG18301
SerRS	Sucb
SerRS	Kap-alpha3
SerRS	AspRS
SerRS	Vps4
SerRS	CG3902
SerRS	TER94
SerRS	CG33303
SerRS	Glt
SerRS	FASN1
SerRS	r
SerRS	Tcp-1zeta
SerRS	Past1
SerRS	Tcp-1eta
SerRS	betaCOP
SerRS	Mpcp
SerRS	CG8258
SerRS	CG9467
SerRS	Pen
SerRS	bor
SerRS	Pp2A-29B
SerRS	GluProRS
SerRS	CG12262
SerRS	Cctgamma
SerRS	OstDelta
SerRS	skap
SerRS	l(1)G0156
SerRS	CG16817
SerRS	Cyp12d1-p
SerRS	wal
SerRS	PHDP
SerRS	CG5525
SerRS	EfTuM
SerRS	CG1371
SerRS	TrpRS
SerRS	Gfat2
SerRS	Chc
SerRS	CG5854
Sps2	CG14543
Sps2	CG2371
Sps2	SmydA-3
Sps2	NA
Sps2	CG6660
SelD	Blm
SelD	CG14667
SelD	Arc42
SelD	CG11839
SelD	Mical
SelD	r-l
SelD	CG1910
SelD	Sry-beta
SelD	Clic
SelD	NA
SelD	CG4860
