V1	V2
Sam-S	CG17107
Sam-S	CG17841
Sam-S	Gpo-1
Sam-S	Galphas
Sam-S	NA
Sam-S	Pdk1
Sam-S	CG3209
Sam-S	ago
Sam-S	Rpn5
Sam-S	CG8539
Sam-S	DIP-alpha
Sam-S	E(var)3-9
Sam-S	foxo
Sam-S	CG4880
Sam-S	RpLP0-like
Sam-S	sals
Sam-S	Akt1
Sam-S	Eip71CD
Sam-S	Cctgamma
Sam-S	CG10510
Sam-S	CG11889
Sam-S	Xpd
Sam-S	RpL4
