gene1	gene	score
OTC	UBC	1
OAT	UBC	1
OAT	HSPA1B	1
OAT	HSPA8	1
OAT	HSPA6	1
OAT	HSPA2	1
ASL	UBC	1
GLUD1	UBC	1
ASS1	UBC	1
ASS1	NMRAL1	1
GLUD1	SIRT4	0.425
ASS1	CDR2	0.379
GLUD2	SIRT4	0.378
OTC	ARG2	0.374
OTC	ARG1	0.37
ASS1	TBPL1	0.369
ASS1	TBPL2	0.369
OTC	TOMM20	0.367
ASS1	TBP	0.363
ASS1	KAT2B	0.363
OAT	ENO2	0.204
OAT	ENO3	0.204
GLUD2	TRMT10C	0.204
GLUD1	LSM1	0.18
GLUD2	CLPP	0.175
ASL	HSP90AB1	0.173
GLUD2	ALDOA	0.172
GLUD2	ALDOB	0.172
OAT	APP	0.171
GLUD1	ALDOA	0.171
GLUD1	ALDOB	0.171
ASS1	NSFL1C	0.171
OAT	SUMO2	0.17
GLUD1	FASTKD3	0.17
OAT	HSPA1L	0.168
GLUD2	LSM1	0.167
ASS1	SUMO2	0.167
OAT	HSP90AB1	0.166
OAT	PPP2R1A	0.165
OAT	PPP2R1B	0.165
ASS1	USP4	0.165
OTC	PSMD14	0.164
ASS1	PSMD14	0.164
OAT	GJA1	0.162
OAT	CSNK1D	0.162
GLUD1	DYNLL1	0.162
GLUD2	DYNLL1	0.162
GLUD1	YWHAQ	0.161
GLUD2	YWHAZ	0.161
GLUD2	YWHAQ	0.161
GLUD2	YWHAB	0.161
GLUD1	YWHAB	0.16
GLUD1	YWHAZ	0.16
GLUD2	UBC	0.16
ASS1	ARAF	0.16
OAT	SUMO3	0.159
OAT	SUMO1	0.159
OAT	SUMO4	0.159
ASS1	CDK2	0.159
GLUD1	ATL3	0.158
GLUD1	ATL2	0.158
GLUD1	ATL1	0.158
GLUD2	ATL3	0.158
GLUD2	ATL2	0.158
GLUD2	ATL1	0.158
OTC	PSMC3	0.157
OAT	PSMD4	0.157
OAT	PSMD14	0.157
GLUD1	DLG4	0.156
GLUD2	DLG4	0.156
ASS1	SUMO3	0.156
ASS1	SUMO1	0.156
ASS1	SUMO4	0.156
GLUD1	ICT1	0.155
GLUD1	HSD17B10	0.155
ASS1	MLH1	0.155
ASS1	HSD17B10	0.155
OAT	ADRB2	0.154
OAT	ICT1	0.154
OAT	HSD17B10	0.154
ASL	HSPA8	0.154
ASL	HSPA6	0.154
ASL	HSPA2	0.154
ASL	HSD17B10	0.154
GLUD2	HMGA2	0.154
OAT	CSNK1A1	0.153
OAT	CSNK1E	0.153
