gene1	gene	score
OTC	UBC	1
GLS	UBC	1
OAT	UBC	1
OAT	HSPA1B	1
OAT	HSPA8	1
OAT	HSPA6	1
OAT	HSPA2	1
ARG1	UBC	1
GLS2	RALA	0.406
GLS	SIRT5	0.399
GLS	SNTA1	0.383
ARG2	NOS1	0.382
OTC	ARG2	0.374
ARG2	OTC	0.374
ARG1	FLOT1	0.371
OTC	ARG1	0.37
ARG1	OTC	0.37
OTC	TOMM20	0.367
GLS	UBB	0.293
GLS	RPS27A	0.292
GLS	UBA52	0.291
OAT	ENO2	0.204
OAT	ENO3	0.204
GLS	ATXN10	0.2
ARG1	EZH2	0.172
GLS	FASTKD3	0.171
OAT	APP	0.171
OAT	SUMO2	0.17
ARG2	HSPA1B	0.17
ARG2	HSPA8	0.17
ARG2	HSPA6	0.17
ARG2	HSPA2	0.17
ARG2	HSPA1L	0.169
ARG1	HSPA1B	0.169
ARG1	HSPA8	0.169
ARG1	HSPA6	0.169
ARG1	HSPA1L	0.169
ARG1	HSPA2	0.169
OAT	HSPA1L	0.168
ARG2	UBC	0.168
ARG2	RAD23B	0.167
ARG1	RAD23B	0.167
OAT	HSP90AB1	0.166
ARG2	KAT2B	0.166
ARG2	PSMD14	0.166
OAT	PPP2R1A	0.165
OAT	PPP2R1B	0.165
ARG1	KAT2B	0.165
ARG1	PSMD14	0.165
ARG1	ESR1	0.165
OTC	PSMD14	0.164
GLS2	SNTA1	0.163
GLS	NAPRT	0.162
GLS	ABCF1	0.162
OAT	GJA1	0.162
OAT	CSNK1D	0.162
ARG2	EZH2	0.162
ARG1	UCHL5	0.162
GLS	UBA5	0.161
GLS	DARS	0.16
ARG2	KPNA5	0.16
ARG2	KPNA1	0.16
ARG1	KPNA1	0.16
ARG1	KPNA5	0.16
OAT	SUMO3	0.159
OAT	SUMO1	0.159
OAT	SUMO4	0.159
OTC	PSMC3	0.157
OAT	PSMD4	0.157
OAT	PSMD14	0.157
ARG2	HSD17B10	0.155
ARG1	HSD17B10	0.155
OAT	ADRB2	0.154
OAT	ICT1	0.154
OAT	HSD17B10	0.154
GLS	ATF2	0.153
OAT	CSNK1A1	0.153
OAT	CSNK1E	0.153
OAT	HUWE1	0.153
ARG2	SUMO4	0.153
ARG2	SUMO1	0.153
OTC	ATP5C1	0.152
GLS	SLC2A4	0.152
OAT	ATF2	0.152
OAT	HDAC5	0.152
OAT	CHEK1	0.152
OAT	MYC	0.152
ARG2	GFPT1	0.152
ARG2	LARS	0.152
ARG2	GFPT2	0.152
ARG2	HSPA1A	0.152
ARG2	SLC2A4	0.152
ARG2	SUMO3	0.152
ARG2	SUMO2	0.152
ARG1	SLC2A4	0.152
ARG1	SUMO3	0.152
ARG1	SUMO2	0.152
ARG1	SUMO1	0.152
ARG1	SUMO4	0.152
ARG1	RAD21	0.152
ARG1	MYC	0.152
OAT	SLC2A4	0.151
OAT	USP10	0.151
OAT	FAF2	0.151
OAT	OTUB1	0.151
OAT	EIF1B	0.151
OAT	EGFR	0.151
ARG2	HSPH1	0.151
ARG2	HSPA4L	0.151
ARG2	HSPA4	0.151
ARG1	HSPA1A	0.151
ARG1	HSPA4	0.151
ARG1	GFPT1	0.151
ARG1	HSPH1	0.151
ARG1	LARS	0.151
ARG1	GFPT2	0.151
ARG1	HSPA4L	0.151
OTC	HSP90AB1	0.15
OAT	RRAS	0.15
OAT	CDK9	0.15
OAT	RRAS2	0.15
OAT	NEDD8	0.15
OAT	KIAA0556	0.15
ARG2	ARG1	0.15
ARG1	ARG2	0.15
OTC	PSMD4	0.149
OTC	PSMD2	0.149
OTC	CDC7	0.149
GLS	UNK	0.149
OAT	MAPK3	0.149
OAT	MAPK1	0.149
OAT	FUS	0.149
OAT	NMNAT3	0.149
OAT	NMNAT2	0.149
OAT	NMNAT1	0.149
OAT	SIRT7	0.149
OAT	FBXO6	0.149
OAT	KRAS	0.149
ARG1	HNRNPA1	0.149
GLS	MCM2	0.148
OAT	KCNMA1	0.148
OAT	STAU1	0.148
ARG2	TCEA2	0.148
ARG2	STK11	0.148
ARG2	TCEA1	0.148
ARG1	TCEA1	0.148
ARG1	MCM2	0.148
ARG1	TCEA2	0.148
OTC	NCS1	0.147
OTC	NOP9	0.147
GLS	CISD3	0.147
GLS	SPATA20	0.147
GLS	PTPMT1	0.147
ARG2	NPHP4	0.147
ARG1	RPA2	0.147
ARG1	RPA1	0.147
ARG1	RPA3	0.147
ARG1	USP53	0.147
ARG1	NPHP4	0.147
GLS2	GRHPR	0.146
GLS	COQ9	0.146
OAT	OTUD4	0.146
OAT	DMWD	0.146
OAT	UBQLN4	0.146
ARG2	KPNB1	0.146
ARG1	GABARAPL2	0.146
ARG1	KPNB1	0.146
ARG1	ATG101	0.146
ARG1	GABARAP	0.146
GLS	MAGEA6	0.145
GLS	SAP18	0.145
OAT	CDK2	0.145
OAT	MAP1LC3A	0.145
ARG1	ALDH4A1	0.145
ARG1	BMI1	0.145
ARG1	SUZ12	0.145
ARG1	CCDC8	0.145
OTC	PSMA6	0.144
OTC	MRPL17	0.144
GLS	TAF1	0.144
GLS	ARF6	0.144
OAT	NTRK1	0.144
OAT	JUN	0.144
OAT	NFKB1	0.144
OAT	MCC	0.144
OAT	HLA-B	0.144
OAT	PMS2	0.144
OAT	EIF6	0.144
OAT	ARF6	0.144
OAT	CCNA1	0.144
OAT	SLC35F6	0.144
OAT	ONECUT1	0.144
OAT	PRKAB1	0.144
OAT	SSSCA1	0.144
OAT	PTP4A3	0.144
OAT	KHDRBS3	0.144
OAT	NUDT3	0.144
ARG2	HNF4A	0.144
ARG1	NTRK1	0.144
OTC	HNF4A	0.143
GLS	CUL5	0.143
OAT	TAF1	0.143
OAT	PFDN2	0.143
OAT	TRAF6	0.143
ARG2	TUBB3	0.143
ARG2	TUBA3C	0.143
ARG2	TUBB2A	0.143
ARG2	TUBB8	0.143
ARG2	TUBA3E	0.143
ARG2	TUBA1A	0.143
ARG2	DNAJA4	0.143
ARG2	TUBB6	0.143
ARG2	TUBB2B	0.143
ARG2	TUBB1	0.143
ARG2	TUBA8	0.143
ARG2	TUBAL3	0.143
ARG2	DNAJA2	0.143
ARG2	TUBB4A	0.143
ARG2	TUBB	0.143
ARG2	HSP90AA1	0.143
ARG2	HSP90AB1	0.143
ARG2	RPSA	0.143
ARG2	HSPD1	0.143
ARG2	ATP6V1B1	0.143
ARG2	ATP6V1B2	0.143
ARG2	CAD	0.143
ARG2	DNAJA1	0.143
ARG2	TUBA1B	0.143
ARG2	TUBA4A	0.143
ARG2	TUBB4B	0.143
ARG1	TUBB	0.143
ARG1	HSP90AA1	0.143
ARG1	HSP90AB1	0.143
ARG1	RPSA	0.143
ARG1	HSPD1	0.143
ARG1	ATP6V1B1	0.143
ARG1	ATP6V1B2	0.143
ARG1	CAD	0.143
ARG1	DNAJA1	0.143
ARG1	TUBA1B	0.143
ARG1	TUBA4A	0.143
ARG1	TUBB4B	0.143
ARG1	TUBB3	0.143
ARG1	TUBA3C	0.143
ARG1	TUBB2A	0.143
ARG1	TUBB8	0.143
ARG1	TUBA3E	0.143
ARG1	TUBA1A	0.143
ARG1	DNAJA4	0.143
ARG1	TUBB6	0.143
ARG1	TUBB2B	0.143
ARG1	TUBB1	0.143
ARG1	TUBA8	0.143
ARG1	TUBAL3	0.143
ARG1	DNAJA2	0.143
ARG1	TUBB4A	0.143
OTC	SLC26A11	0.142
OTC	SRR	0.142
GLS	C21orf33	0.142
GLS	HMGCL	0.142
GLS	OXLD1	0.142
GLS	ETFBKMT	0.142
GLS	ATF6B	0.142
ARG2	CPT2	0.142
ARG1	CCDC51	0.142
OTC	SOD2	0.141
OTC	OAT	0.141
OTC	TUBB4A	0.141
OTC	GAPDH	0.141
OTC	HIST1H2AB	0.141
OTC	ALDH2	0.141
OTC	SLC25A5	0.141
OTC	MYL1	0.141
OTC	ATP5B	0.141
OTC	EIF4E	0.141
OTC	PYGL	0.141
OTC	GPI	0.141
OTC	HIST1H2BJ	0.141
OTC	TUBB	0.141
OTC	BPGM	0.141
OTC	APRT	0.141
OTC	GALT	0.141
OTC	FH	0.141
OTC	RHOC	0.141
OTC	PFKM	0.141
OTC	PDHA1	0.141
OTC	ENO2	0.141
OTC	DLD	0.141
OTC	HIST1H2AG	0.141
OTC	H2AFB1	0.141
OTC	H2AFB2	0.141
OTC	HSPA1A	0.141
OTC	HSPA1B	0.141
OTC	DLAT	0.141
OTC	HSPD1	0.141
OTC	HSPA5	0.141
OTC	HSPA8	0.141
OTC	PYGB	0.141
OTC	PYGM	0.141
OTC	TOP2A	0.141
OTC	PC	0.141
OTC	PABPC1	0.141
OTC	SLC25A4	0.141
OTC	SLC25A6	0.141
OTC	EEF2	0.141
OTC	TPT1	0.141
OTC	GYS1	0.141
OTC	ENO3	0.141
OTC	PGAM2	0.141
OTC	ATP6V1B1	0.141
OTC	H2AFX	0.141
OTC	HSPA6	0.141
OTC	CTPS1	0.141
OTC	PFKL	0.141
OTC	TCP1	0.141
OTC	ARF4	0.141
OTC	PGAM1	0.141
OTC	HK1	0.141
OTC	POLR2E	0.141
OTC	CSNK2A2	0.141
OTC	SDS	0.141
OTC	HIST1H2AD	0.141
OTC	ATP6V1B2	0.141
OTC	GPD1	0.141
OTC	VDAC1	0.141
OTC	GART	0.141
OTC	UBA1	0.141
OTC	FECH	0.141
OTC	XPA	0.141
OTC	AHCY	0.141
OTC	HIST1H2BO	0.141
OTC	CFL1	0.141
OTC	ACAT1	0.141
OTC	ATP5A1	0.141
OTC	VARS	0.141
OTC	EEF1G	0.141
OTC	CAD	0.141
OTC	ERCC5	0.141
OTC	PDHA2	0.141
OTC	PRDX5	0.141
OTC	PRDX3	0.141
OTC	PPIF	0.141
OTC	GCH1	0.141
OTC	ALDH1B1	0.141
OTC	POLR2B	0.141
OTC	MAT2A	0.141
OTC	DNAJA1	0.141
OTC	STIP1	0.141
OTC	PRDX2	0.141
OTC	HIST1H2BB	0.141
OTC	MCM4	0.141
OTC	MCM7	0.141
OTC	SHMT1	0.141
OTC	SHMT2	0.141
OTC	RFC4	0.141
OTC	CBS	0.141
OTC	GCK	0.141
OTC	COPB2	0.141
OTC	ATP6V1E1	0.141
OTC	PGM1	0.141
OTC	DLST	0.141
OTC	TALDO1	0.141
OTC	ATP6V1A	0.141
OTC	HSPA9	0.141
OTC	CCT6A	0.141
OTC	MLH1	0.141
OTC	MDH2	0.141
OTC	EIF2S3	0.141
OTC	IARS	0.141
OTC	RBM34	0.141
OTC	PSMC4	0.141
OTC	VDAC2	0.141
OTC	NOP2	0.141
OTC	ALDH1A3	0.141
OTC	UQCRFS1	0.141
OTC	PSMD8	0.141
OTC	CCT5	0.141
OTC	CCT3	0.141
OTC	PSMB3	0.141
OTC	PSMB2	0.141
OTC	MRE11A	0.141
OTC	IDH3A	0.141
OTC	CCT8	0.141
OTC	CCT4	0.141
OTC	IDH3G	0.141
OTC	PSMD7	0.141
OTC	PGD	0.141
OTC	KPNA1	0.141
OTC	SUCLG1	0.141
OTC	COPA	0.141
OTC	CLTCL1	0.141
OTC	PRKAA2	0.141
OTC	HSPA2	0.141
OTC	GYS2	0.141
OTC	VCP	0.141
OTC	MARS	0.141
OTC	HIST1H2BD	0.141
OTC	ARPC4	0.141
OTC	ACTB	0.141
OTC	DSTN	0.141
OTC	UBE2N	0.141
OTC	ACTR3	0.141
OTC	ACTR2	0.141
OTC	ARF3	0.141
OTC	PSMC1	0.141
OTC	PSMC5	0.141
OTC	YWHAE	0.141
OTC	PSMC6	0.141
OTC	RAB11A	0.141
OTC	ETF1	0.141
OTC	ACTA2	0.141
OTC	RHOB	0.141
OTC	HIST1H4A	0.141
OTC	HIST1H2BC	0.141
OTC	PPIA	0.141
OTC	FKBP1A	0.141
OTC	SKP1	0.141
OTC	ACTG1	0.141
OTC	ACTG2	0.141
OTC	ACTC1	0.141
OTC	EEF1A1	0.141
OTC	FKBP1B	0.141
OTC	ACTA1	0.141
OTC	TUBA1B	0.141
OTC	TUBA4A	0.141
OTC	TUBB4B	0.141
OTC	CCT2	0.141
OTC	NTHL1	0.141
OTC	ARF1	0.141
OTC	MAT1A	0.141
OTC	CLTC	0.141
OTC	GALK2	0.141
OTC	PFKP	0.141
OTC	XPC	0.141
OTC	TOP2B	0.141
OTC	EEF1A2	0.141
OTC	GFPT1	0.141
OTC	PPID	0.141
OTC	SSRP1	0.141
OTC	TBL3	0.141
OTC	NFX1	0.141
OTC	CDC16	0.141
OTC	ACACA	0.141
OTC	PAK1	0.141
OTC	PRDX4	0.141
OTC	PAK2	0.141
OTC	PABPC4	0.141
OTC	UBE2V1	0.141
OTC	TUBB3	0.141
OTC	PWP1	0.141
OTC	TUBA3C	0.141
OTC	TUBB2A	0.141
OTC	BOP1	0.141
OTC	EIF2B1	0.141
OTC	SQLE	0.141
OTC	USP10	0.141
OTC	ACOX1	0.141
OTC	PGM5	0.141
OTC	PPA1	0.141
OTC	PWP2	0.141
OTC	TCEB1	0.141
OTC	SEC23A	0.141
OTC	SEC23B	0.141
OTC	UBE2V2	0.141
OTC	RAB11B	0.141
OTC	HIST2H2AC	0.141
OTC	HIST2H2BE	0.141
OTC	UGP2	0.141
OTC	TUBB8	0.141
OTC	PABPC1L	0.141
OTC	PABPC1L2A	0.141
OTC	UBE2NL	0.141
OTC	HIST2H2BF	0.141
OTC	HIST2H2AA3	0.141
OTC	H3F3C	0.141
OTC	TUBA3E	0.141
OTC	DHRS11	0.141
OTC	HIST2H3A	0.141
OTC	TUBA1A	0.141
OTC	HIST3H2A	0.141
OTC	MOB1B	0.141
OTC	H2BFWT	0.141
OTC	ISCA2	0.141
OTC	HIST2H2AB	0.141
OTC	XRN1	0.141
OTC	PGAM4	0.141
OTC	HIST3H2BB	0.141
OTC	GPD1L	0.141
OTC	D2HGDH	0.141
OTC	AADAT	0.141
OTC	KRI1	0.141
OTC	PPTC7	0.141
OTC	GRPEL2	0.141
OTC	BRIX1	0.141
OTC	IPO4	0.141
OTC	NPRL2	0.141
OTC	DNAJA4	0.141
OTC	CCT6B	0.141
OTC	HSPH1	0.141
OTC	ARPC1A	0.141
OTC	PMM1	0.141
OTC	RAD50	0.141
OTC	ERCC4	0.141
OTC	HIST1H2AC	0.141
OTC	HIST1H2BH	0.141
OTC	UTP4	0.141
OTC	ATP6V1E2	0.141
OTC	HIST1H2BA	0.141
OTC	PABPC5	0.141
OTC	SEH1L	0.141
OTC	DNAJA3	0.141
OTC	SDSL	0.141
OTC	HIST1H2AH	0.141
OTC	CNDP1	0.141
OTC	CNDP2	0.141
OTC	MUS81	0.141
OTC	NEDD4L	0.141
OTC	HIST1H2AA	0.141
OTC	MMS19	0.141
OTC	ACOX2	0.141
OTC	PSMD1	0.141
OTC	HIST1H4G	0.141
OTC	ACO2	0.141
OTC	CCT7	0.141
OTC	HIST1H2BN	0.141
OTC	HIST1H2AJ	0.141
OTC	HIST1H2BM	0.141
OTC	HIST1H2BL	0.141
OTC	AGPAT1	0.141
OTC	ARPC5L	0.141
OTC	H2AFJ	0.141
OTC	TUBB6	0.141
OTC	POLR3C	0.141
OTC	TUBB2B	0.141
OTC	MLST8	0.141
OTC	ACAT2	0.141
OTC	NAA15	0.141
OTC	POLR1E	0.141
OTC	NAT10	0.141
OTC	SLC25A31	0.141
OTC	DDX47	0.141
OTC	POLR3F	0.141
OTC	PPA2	0.141
OTC	PABPC3	0.141
OTC	TUBB1	0.141
OTC	NOL6	0.141
OTC	RPF2	0.141
OTC	MOB1A	0.141
OTC	POLR1B	0.141
OTC	GRPEL1	0.141
OTC	GPN1	0.141
OTC	XPNPEP3	0.141
OTC	SEC31B	0.141
OTC	MYO5C	0.141
OTC	ACSS2	0.141
OTC	CTPS2	0.141
OTC	RAD18	0.141
OTC	SMC4	0.141
OTC	MAN2C1	0.141
OTC	ACSS1	0.141
OTC	TDP1	0.141
OTC	DCAF13	0.141
OTC	POLR3B	0.141
OTC	NHP2	0.141
OTC	TUBA8	0.141
OTC	ACTR3B	0.141
OTC	LARS	0.141
OTC	RNF14	0.141
OTC	MYO5B	0.141
OTC	NOB1	0.141
OTC	PPIE	0.141
OTC	NSFL1C	0.141
OTC	RUVBL2	0.141
OTC	RUVBL1	0.141
OTC	VDAC3	0.141
OTC	CFL2	0.141
OTC	POLR1D	0.141
OTC	REXO2	0.141
OTC	MYO5A	0.141
OTC	POLR3H	0.141
OTC	SUPT16H	0.141
OTC	ATP6V1D	0.141
OTC	GMPPB	0.141
OTC	TUBAL3	0.141
OTC	EIF4E1B	0.141
OTC	PSMD12	0.141
OTC	NOP56	0.141
OTC	POLR3A	0.141
OTC	AGPAT2	0.141
OTC	KPNA5	0.141
OTC	ARPC1B	0.141
OTC	ARPC2	0.141
OTC	ARPC3	0.141
OTC	POLR1C	0.141
OTC	PMM2	0.141
OTC	ARPC5	0.141
OTC	RNF113A	0.141
OTC	PSMD3	0.141
OTC	IDH3B	0.141
OTC	ACSL4	0.141
OTC	EIF4E2	0.141
OTC	HIST1H2BK	0.141
OTC	DNAJA2	0.141
OTC	CS	0.141
OTC	WDHD1	0.141
OTC	PAK3	0.141
OTC	ALDH1A2	0.141
OTC	GFPT2	0.141
OTC	SEC31A	0.141
OTC	ACSL3	0.141
OTC	POLR1A	0.141
OTC	HSPA4L	0.141
OTC	CHEK2	0.141
OTC	ALDH1A1	0.141
GLS	TNF	0.141
GLS	ETFA	0.141
GLS	RARS2	0.141
GLS	MRM1	0.141
GLS	MRPL43	0.141
GLS	MRPL4	0.141
GLS	PPA2	0.141
GLS	NUFIP1	0.141
OAT	TUBB4A	0.141
OAT	GAPDH	0.141
OAT	ASL	0.141
OAT	ALDH2	0.141
OAT	SLC25A5	0.141
OAT	ATP5B	0.141
OAT	EIF4E	0.141
OAT	PYGL	0.141
OAT	GPI	0.141
OAT	TUBB	0.141
OAT	BPGM	0.141
OAT	HSP90AA1	0.141
OAT	FH	0.141
OAT	RHOC	0.141
OAT	PFKM	0.141
OAT	PDHA1	0.141
OAT	DLD	0.141
OAT	HSPA1A	0.141
OAT	DLAT	0.141
OAT	PRKAR1A	0.141
OAT	HSPD1	0.141
OAT	HSPA5	0.141
OAT	PYGB	0.141
OAT	PYGM	0.141
OAT	PC	0.141
OAT	PABPC1	0.141
OAT	SLC25A4	0.141
OAT	SLC25A6	0.141
OAT	IMPDH2	0.141
OAT	TPT1	0.141
OAT	PRKAR2A	0.141
OAT	FDPS	0.141
OAT	PGAM2	0.141
OAT	ATP6V1B1	0.141
OAT	NME1	0.141
OAT	GOT1	0.141
OAT	PRKACA	0.141
OAT	CTPS1	0.141
OAT	PFKL	0.141
OAT	PGAM1	0.141
OAT	HK1	0.141
OAT	POLR2C	0.141
OAT	BTF3	0.141
OAT	RAB5A	0.141
OAT	IMPDH1	0.141
OAT	ATP6V1B2	0.141
OAT	ATP6V1C1	0.141
OAT	GPD1	0.141
OAT	VDAC1	0.141
OAT	GART	0.141
OAT	UBA1	0.141
OAT	NME2	0.141
OAT	PRKACG	0.141
OAT	PRKACB	0.141
OAT	AHCY	0.141
OAT	CFL1	0.141
OAT	RRM1	0.141
OAT	ACAT1	0.141
OAT	CCNC	0.141
OAT	ATP5A1	0.141
OAT	TARS	0.141
OAT	VARS	0.141
OAT	EEF1G	0.141
OAT	CAD	0.141
OAT	PSMA5	0.141
OAT	PDHA2	0.141
OAT	PRDX5	0.141
OAT	PRDX3	0.141
OAT	PPIF	0.141
OAT	GCH1	0.141
OAT	ALDH1B1	0.141
OAT	POLR2B	0.141
OAT	MAT2A	0.141
OAT	PRKAR1B	0.141
OAT	PRKAR2B	0.141
OAT	RRM2	0.141
OAT	DNAJA1	0.141
OAT	PRDX2	0.141
OAT	SHMT1	0.141
OAT	SHMT2	0.141
OAT	CBS	0.141
OAT	GCK	0.141
OAT	GLRX	0.141
OAT	PSMC2	0.141
OAT	ATP5C1	0.141
OAT	ATP6V1E1	0.141
OAT	PGM1	0.141
OAT	DLST	0.141
OAT	ATP6V1A	0.141
OAT	HSPA9	0.141
OAT	MDH2	0.141
OAT	EIF2S3	0.141
OAT	GARS	0.141
OAT	IARS	0.141
OAT	EIF1	0.141
OAT	PSMC4	0.141
OAT	VDAC2	0.141
OAT	NSF	0.141
OAT	ALDH1A3	0.141
OAT	IDH2	0.141
OAT	AARS	0.141
OAT	SARS	0.141
OAT	CCT8	0.141
OAT	RAB5C	0.141
OAT	PGD	0.141
OAT	COPB1	0.141
OAT	CLTCL1	0.141
OAT	HMGCS2	0.141
OAT	VCP	0.141
OAT	NAP1L1	0.141
OAT	SNU13	0.141
OAT	ACTB	0.141
OAT	EIF4A1	0.141
