gene1	gene	score
UROD	UBC	1
CPOX	UBC	1
FECH	PPP2R1A	1
FECH	UBC	1
FECH	FXN	0.662
FECH	CETN3	0.37
FECH	ABCB7	0.355
UROD	CFH	0.254
FECH	SLC25A31	0.218
FECH	SLC25A5	0.218
FECH	SLC25A4	0.218
FECH	ETF1	0.206
FECH	GSPT2	0.206
FECH	GSPT1	0.206
FECH	ABCE1	0.205
FECH	SLC25A6	0.191
UROD	NEDD4	0.184
UROD	NEDD4L	0.184
FECH	YWHAE	0.184
PPOX	STEAP3	0.179
PPOX	ABCB10	0.179
PPOX	TMEM14C	0.179
PPOX	GLRX5	0.178
PPOX	ABCB7	0.178
PPOX	ALAS2	0.178
PPOX	SLC25A11	0.177
PPOX	SFXN1	0.177
PPOX	SUCLA2	0.177
PPOX	ALAS1	0.177
PPOX	FECH	0.177
PPOX	CPOX	0.177
CPOX	PPOX	0.177
CPOX	GLRX5	0.177
CPOX	ABCB10	0.177
CPOX	ABCB7	0.177
FECH	PPOX	0.177
FECH	STEAP3	0.177
FECH	ABCB10	0.177
FECH	ALAS2	0.177
PPOX	TFRC	0.176
CPOX	SLC25A11	0.176
FECH	GLRX5	0.176
FECH	SFXN1	0.176
FECH	ALAS1	0.176
PPOX	SLC25A31	0.175
PPOX	SLC25A5	0.175
PPOX	SLC25A4	0.175
PPOX	VDAC2	0.175
CPOX	SUCLA2	0.175
CPOX	FECH	0.175
FECH	CPOX	0.175
FECH	SLC25A11	0.175
FECH	SUCLA2	0.175
CPOX	VDAC2	0.174
CPOX	SLC25A31	0.174
CPOX	SLC25A5	0.174
CPOX	SLC25A4	0.174
FECH	VDAC2	0.174
FECH	CLPP	0.174
FECH	TFRC	0.174
FECH	FASTKD3	0.17
FECH	PSMD4	0.167
FECH	MINOS1	0.165
PPOX	PRMT1	0.164
PPOX	PRMT8	0.164
CPOX	SIRT4	0.164
FECH	MME	0.162
UROD	EGFR	0.158
CPOX	HSPA2	0.157
CPOX	HSPA1A	0.157
CPOX	HSPA1B	0.157
CPOX	HSPA8	0.157
CPOX	HSPA6	0.157
FECH	PPP2R1B	0.156
CPOX	PIN1	0.153
CPOX	PRPF40B	0.153
CPOX	PRPF40A	0.153
FECH	HSPB2	0.153
UROD	BAG3	0.152
CPOX	TBPL1	0.152
CPOX	TAF7	0.152
CPOX	TAF7L	0.152
CPOX	TAF2	0.152
CPOX	TBPL2	0.152
CPOX	TAF1L	0.152
FECH	PPP2CB	0.152
PPOX	COPS5	0.151
CPOX	TAF6	0.151
CPOX	TAF5	0.151
CPOX	TAF9	0.151
CPOX	MYH14	0.151
CPOX	KAT2B	0.151
CPOX	TAF9B	0.151
CPOX	MYH2	0.151
CPOX	MYH13	0.151
CPOX	MYH15	0.151
CPOX	MYH4	0.151
CPOX	MYH7B	0.151
CPOX	TADA2A	0.151
CPOX	MYH3	0.151
CPOX	MYH1	0.151
CPOX	MYH7	0.151
CPOX	MYH8	0.151
CPOX	TBP	0.151
CPOX	VARS	0.151
CPOX	HSPA1L	0.151
CPOX	MYH9	0.151
CPOX	MYH10	0.151
CPOX	MYH11	0.151
PPOX	H3F3A	0.15
PPOX	HIST3H3	0.15
PPOX	H3F3C	0.15
PPOX	HIST2H3A	0.15
PPOX	WDR76	0.15
CPOX	TAF1	0.15
PPOX	HIST1H3A	0.149
PPOX	HNRNPD	0.149
FECH	CAMK2B	0.149
FECH	FBXO6	0.149
CPOX	MCM2	0.148
FECH	PPP2CA	0.148
FECH	ATM	0.148
PPOX	POU5F1	0.147
PPOX	NANOG	0.147
CPOX	PRMT1	0.147
CPOX	PRMT8	0.147
PPOX	COQ9	0.146
CPOX	KPNA1	0.146
CPOX	SUMO1	0.146
CPOX	ELAVL1	0.146
CPOX	KPNA5	0.146
FECH	PPP5C	0.146
FECH	AK2	0.146
FECH	RPP30	0.146
FECH	POU5F1	0.146
FECH	ELAVL1	0.146
FECH	NEDD8	0.146
FECH	NMES1	0.146
FECH	USP42	0.146
FECH	USP20	0.146
FECH	COQ9	0.146
PPOX	HAP1	0.145
PPOX	IMMT	0.145
UROD	VIM	0.145
UROD	COPB2	0.145
UROD	EIF3B	0.145
UROD	CHD3	0.145
UROD	HMGXB4	0.145
UROD	FAF1	0.145
UROD	HGS	0.145
CPOX	NAA10	0.145
CPOX	NAA11	0.145
CPOX	CETN3	0.145
FECH	MDM2	0.145
PPOX	UBC	0.144
PPOX	RCC1	0.144
UROD	HNF1A	0.144
UROD	HNF4A	0.144
UROD	MOV10	0.144
UROD	NXF1	0.144
CPOX	EIF1AX	0.144
CPOX	HIST1H2BD	0.144
CPOX	HIST1H4A	0.144
CPOX	HIST1H2BC	0.144
CPOX	DLG1	0.144
CPOX	HIST2H2AC	0.144
CPOX	HIST2H2BE	0.144
CPOX	HIST2H2BF	0.144
CPOX	HIST2H2AA3	0.144
CPOX	HIST3H2A	0.144
CPOX	H2BFWT	0.144
CPOX	HIST2H2AB	0.144
