gene1	gene	score
HMGCS1	UBC	1
HMGCS2	UBC	1
IDI1	UBC	1
IDI2	UBC	1
MVD	UBC	1
HMGCR	UBC	1
HMGCR	INSIG1	1
PMVK	UBC	1
ACAT1	UBC	1
ACAT2	UBC	1
MVK	UBC	1
HMGCR	VCP	0.466
HMGCR	UBE2G2	0.391
HMGCR	UBIAD1	0.391
MVK	EIF5A2	0.378
MVK	RPS20	0.378
MVK	EIF5A	0.378
MVK	HSPA5	0.374
ACAT1	PEX7	0.373
MVK	UBE2I	0.372
MVD	BTAF1	0.369
MVD	HSPA9	0.364
HMGCR	GABARAP	0.361
HMGCR	GABARAPL2	0.36
HMGCR	RPS27A	0.36
HMGCR	GABARAPL1	0.36
HMGCR	UBA52	0.359
ACAT1	GAPDH	0.214
ACAT2	GAPDH	0.214
HMGCR	AMFR	0.206
HMGCR	RNF139	0.204
ACAT1	GAPDHS	0.203
ACAT2	GAPDHS	0.203
HMGCR	AUP1	0.202
HMGCR	INSIG2	0.201
HMGCR	ERLIN2	0.195
HMGCR	UFD1L	0.191
HMGCS1	SUMO4	0.19
HMGCS2	SUMO4	0.19
HMGCS1	SUMO3	0.189
HMGCS1	SUMO2	0.189
HMGCS1	SUMO1	0.189
HMGCS2	SUMO3	0.189
HMGCS2	SUMO2	0.189
HMGCS2	SUMO1	0.189
ACAT1	SUMO1	0.181
ACAT1	SUMO2	0.18
ACAT2	SUMO2	0.18
ACAT1	SUMO4	0.174
ACAT2	SUMO3	0.174
ACAT2	SUMO4	0.174
ACAT1	SUMO3	0.173
ACAT2	SUMO1	0.173
HMGCR	TBP	0.17
ACAT1	FASTKD3	0.169
HMGCR	STARD13	0.166
ACAT1	HNRNPK	0.166
ACAT1	TRAF4	0.166
ACAT2	HNRNPK	0.166
ACAT2	TRAF4	0.166
ACAT2	PSMD14	0.165
HMGCS1	PSMD14	0.164
HMGCS2	PSMD14	0.164
MVD	PSMD14	0.164
ACAT1	SIRT4	0.164
ACAT1	PSMD14	0.164
HMGCS1	USP10	0.16
HMGCS2	USP10	0.16
ACAT1	ALDOA	0.16
ACAT1	ALDOB	0.16
ACAT2	ALDOA	0.16
ACAT2	ALDOB	0.16
IDI2	BCL6	0.158
ACAT1	PPP2R1B	0.158
ACAT1	VCAM1	0.158
HMGCS2	YWHAZ	0.157
HMGCS2	YWHAQ	0.157
IDI1	HSPA1B	0.157
ACAT1	PPP2R1A	0.157
IDI1	HSPA8	0.156
IDI1	HSPA6	0.156
IDI1	HSPA2	0.156
IDI1	YWHAG	0.156
IDI1	YWHAH	0.156
IDI2	HSPA1B	0.156
IDI2	HSPA8	0.156
IDI2	HSPA6	0.156
IDI2	HSPA2	0.156
HMGCR	SRPRB	0.156
ACAT1	MAPK3	0.156
ACAT1	MAPK1	0.156
ACAT2	MAPK3	0.156
ACAT2	MAPK1	0.156
HMGCS1	MAT2A	0.155
HMGCS1	ACTG2	0.155
HMGCS1	ACTC1	0.155
HMGCS1	MAT1A	0.155
HMGCS2	ACTA2	0.155
HMGCS2	ACTG2	0.155
HMGCS2	ACTC1	0.155
HMGCS2	ACTA1	0.155
HMGCS2	MAT1A	0.155
HMGCS2	MAT2A	0.155
ACAT1	HSPA2	0.155
ACAT1	DLG4	0.155
ACAT1	HSPA1B	0.155
ACAT1	HSPA8	0.155
ACAT1	HSPA6	0.155
