gene1	gene	score
NFS1	MOCS3	1
NFS1	FXN	1
NFS1	ISCU	1
NFS1	LYRM4	1
MOCS3	MOCS2	1
MOCS3	UBC	1
MOCS3	URM1	1
MOCS3	NFS1	1
FXN	ISCU	1
FXN	LYRM4	1
FXN	NFS1	1
ISCU	LYRM4	1
ISCU	NFS1	1
ISCU	FXN	1
ISCU	HSCB	1
LYRM4	NFS1	1
LYRM4	FXN	1
LYRM4	ISCU	1
FXN	FECH	0.662
FXN	ETFB	0.392
FXN	SDHA	0.39
FXN	SDHB	0.387
NFS1	MPST	0.384
NFS1	TST	0.384
MPST	UBC	0.384
TST	SQRDL	0.384
FXN	ETFA	0.383
FXN	PMPCB	0.382
MOCS3	USP5	0.377
MOCS3	USP13	0.377
FXN	ACO2	0.375
MOCS3	UBE2J2	0.374
MOCS3	UBE2B	0.372
MOCS3	UBE2K	0.371
MOCS3	UBE2A	0.368
TST	HSPE1	0.252672
MOCS3	RPTOR	0.232
TST	HSPD1	0.217344
MOCS3	CTU1	0.191
FXN	PASK	0.176
NFS1	CLPP	0.175
CLPP	CLPX	0.175
MOCS3	MPST	0.172
MOCS3	TST	0.172
ISCU	NSF	0.171
ISCU	NAP1L4	0.171
ISCU	NAP1L1	0.17
ISCU	UBC	0.167
NFS1	UBC	0.164
UBC	RGPD1	0.164
UBC	RGPD2	0.164
UBC	PGA3	0.164
UBC	PGA5	0.164
UBC	HNRNPCL4	0.164
UBC	HSPA1A	0.164
UBC	HSPA1B	0.164
UBC	U2AF1L5	0.164
UBC	CBSL	0.164
UBC	GLI2	0.164
UBC	GLI3	0.164
UBC	RAP2A	0.164
UBC	TROVE2	0.164
UBC	MYB	0.164
UBC	AR	0.164
UBC	RARA	0.164
UBC	RRAS	0.164
UBC	HLA-C	0.164
UBC	HIST1H1E	0.164
UBC	DLAT	0.164
UBC	PTPRF	0.164
UBC	TXN	0.164
UBC	COX5B	0.164
UBC	MAPT	0.164
UBC	PRKAR1A	0.164
UBC	ALPPL2	0.164
UBC	KIT	0.164
UBC	FGF6	0.164
UBC	ESD	0.164
UBC	HSPD1	0.164
UBC	GHR	0.164
UBC	IRF1	0.164
UBC	HSPA5	0.164
UBC	LAMC1	0.164
UBC	MYH3	0.164
UBC	HSPA8	0.164
UBC	SLC2A1	0.164
UBC	SLC2A3	0.164
UBC	UMPS	0.164
UBC	PDHB	0.164
UBC	PYGB	0.164
UBC	PYGM	0.164
UBC	RALA	0.164
UBC	RALB	0.164
UBC	BCR	0.164
UBC	PIM1	0.164
UBC	FGFR1	0.164
UBC	TOP1	0.164
UBC	TOP2A	0.164
UBC	G6PD	0.164
UBC	UBL4A	0.164
UBC	VDR	0.164
UBC	FGF3	0.164
UBC	GNAT1	0.164
UBC	PC	0.164
UBC	DMD	0.164
UBC	MTHFD1	0.164
UBC	IGF2R	0.164
UBC	ADH5	0.164
UBC	PSKH1	0.164
UBC	CDK4	0.164
UBC	PRPS2	0.164
UBC	ODC1	0.164
UBC	PABPC1	0.164
UBC	PCNA	0.164
UBC	FGF5	0.164
UBC	KRT3	0.164
UBC	HARS	0.164
UBC	SLC25A4	0.164
UBC	SLC25A6	0.164
UBC	IMPDH2	0.164
UBC	TPR	0.164
UBC	CKB	0.164
UBC	SKI	0.164
UBC	SKIL	0.164
UBC	ACTN1	0.164
UBC	CDH1	0.164
UBC	MYH1	0.164
UBC	MYH7	0.164
UBC	SRC	0.164
UBC	PEPD	0.164
UBC	XRCC6	0.164
UBC	XRCC5	0.164
UBC	UNG	0.164
UBC	COX4I1	0.164
UBC	IFITM1	0.164
UBC	ALAS1	0.164
UBC	RNH1	0.164
UBC	CYBA	0.164
UBC	MYH8	0.164
UBC	CFTR	0.164
UBC	NCAM1	0.164
UBC	ATP1A3	0.164
UBC	EEF2	0.164
UBC	KRT10	0.164
UBC	KRT5	0.164
UBC	PDIA4	0.164
UBC	TPT1	0.164
UBC	ALAD	0.164
UBC	F3	0.164
UBC	HLA-E	0.164
UBC	HLA-DRB1	0.164
UBC	LCP1	0.164
UBC	PLS3	0.164
UBC	APEH	0.164
UBC	ETFA	0.164
UBC	GYS1	0.164
UBC	PRKAR2A	0.164
UBC	ENO3	0.164
UBC	GTF2F2	0.164
UBC	MTHFD2	0.164
UBC	CTSE	0.164
UBC	MIF	0.164
UBC	PRKCSH	0.164
UBC	FDPS	0.164
UBC	TRIM27	0.164
UBC	COX7A2	0.164
UBC	AKR1A1	0.164
UBC	PKM	0.164
UBC	HSP90B1	0.164
UBC	CCNB1	0.164
UBC	MYL6B	0.164
UBC	SLC2A4	0.164
UBC	SNRPB	0.164
UBC	IDE	0.164
UBC	COX6B1	0.164
UBC	POU2F1	0.164
UBC	HNRNPL	0.164
UBC	DARS	0.164
UBC	IDO1	0.164
UBC	ETS1	0.164
UBC	JUP	0.164
UBC	ETS2	0.164
UBC	BRAF	0.164
UBC	GLUL	0.164
UBC	AKR1B1	0.164
UBC	RAC2	0.164
UBC	GSPT1	0.164
UBC	MYOD1	0.164
UBC	PGAM2	0.164
UBC	IFNGR1	0.164
UBC	EZR	0.164
UBC	ATP6V1B1	0.164
UBC	UCHL3	0.164
UBC	VAV1	0.164
UBC	CD46	0.164
UBC	NME1	0.164
UBC	NQO1	0.164
UBC	HIVEP1	0.164
UBC	RPS2	0.164
UBC	TCF4	0.164
UBC	TCF3	0.164
UBC	DSP	0.164
UBC	RPA2	0.164
UBC	CD44	0.164
UBC	NQO2	0.164
UBC	H2AFX	0.164
UBC	PFKFB1	0.164
UBC	CBR1	0.164
UBC	CREB1	0.164
UBC	GLB1	0.164
UBC	PPP3CB	0.164
UBC	HIST1H1B	0.164
UBC	HIST1H1D	0.164
UBC	HIST1H1C	0.164
UBC	POR	0.164
UBC	MGMT	0.164
UBC	GNB3	0.164
UBC	ATP2A2	0.164
UBC	STMN1	0.164
UBC	YBX3	0.164
UBC	ZKSCAN1	0.164
UBC	ZNF28	0.164
UBC	HSPA6	0.164
UBC	HMGA1	0.164
UBC	TMEM11	0.164
UBC	GOT1	0.164
UBC	IFNAR1	0.164
UBC	PRKCA	0.164
UBC	JUNB	0.164
UBC	GJA1	0.164
UBC	UBTF	0.164
UBC	PRKACA	0.164
UBC	CAPN2	0.164
UBC	DES	0.164
UBC	CEBPB	0.164
UBC	CTPS1	0.164
UBC	DDX5	0.164
UBC	PFKL	0.164
UBC	PSMC3	0.164
UBC	TCP1	0.164
UBC	ERCC2	0.164
UBC	RPL35A	0.164
UBC	ITGB5	0.164
UBC	ARF4	0.164
UBC	RPL7	0.164
UBC	VCL	0.164
UBC	SON	0.164
UBC	RPL17	0.164
UBC	PGAM1	0.164
UBC	RCC1	0.164
UBC	SDC1	0.164
UBC	ATF1	0.164
UBC	ATF4	0.164
UBC	ATF6	0.164
UBC	LIG1	0.164
UBC	XRCC1	0.164
UBC	KRT15	0.164
UBC	PAM	0.164
UBC	CDH2	0.164
UBC	GNAZ	0.164
UBC	GNAT2	0.164
UBC	MYL12A	0.164
UBC	PLCG1	0.164
UBC	NCL	0.164
UBC	HK1	0.164
UBC	POLR2C	0.164
UBC	POLR2E	0.164
UBC	TNFRSF1A	0.164
UBC	ERCC3	0.164
UBC	TRIM21	0.164
UBC	EIF2AK2	0.164
UBC	SRM	0.164
UBC	SLC9A1	0.164
UBC	CSNK2A2	0.164
UBC	NFKB1	0.164
UBC	ATP2B1	0.164
UBC	EIF2S2	0.164
UBC	ANXA7	0.164
UBC	TBP	0.164
UBC	CCNA2	0.164
UBC	BTF3	0.164
UBC	RAB3B	0.164
UBC	RAB5A	0.164
UBC	RAB6A	0.164
UBC	PSMB1	0.164
UBC	M6PR	0.164
UBC	HIST1H2AD	0.164
UBC	LMNB1	0.164
UBC	BCL3	0.164
UBC	IMPDH1	0.164
UBC	PTMS	0.164
UBC	CD247	0.164
UBC	PRPS1L1	0.164
UBC	CDK11B	0.164
UBC	GSTM3	0.164
UBC	ATP6V1B2	0.164
UBC	ATP6V1C1	0.164
UBC	FLNA	0.164
UBC	NF1	0.164
UBC	MAOA	0.164
UBC	ACO1	0.164
UBC	SYT1	0.164
UBC	TNFAIP3	0.164
UBC	TAF1	0.164
UBC	GPD1	0.164
UBC	FGF7	0.164
UBC	VDAC1	0.164
UBC	FGFR2	0.164
UBC	ERBB3	0.164
UBC	SDHB	0.164
UBC	COMT	0.164
UBC	TGM2	0.164
UBC	OSBP	0.164
UBC	PCMT1	0.164
UBC	FBL	0.164
UBC	RPS4Y1	0.164
UBC	GART	0.164
UBC	PAICS	0.164
UBC	SCP2	0.164
UBC	UBA1	0.164
UBC	NME2	0.164
UBC	FGFR4	0.164
UBC	HIST1H1T	0.164
UBC	HNRNPA2B1	0.164
UBC	CBL	0.164
UBC	PRKACB	0.164
UBC	UQCRC2	0.164
UBC	FECH	0.164
UBC	XPA	0.164
UBC	AMPD1	0.164
UBC	TCEA1	0.164
UBC	SFPQ	0.164
UBC	TUBG1	0.164
UBC	PPIB	0.164
UBC	WARS	0.164
UBC	RPS3	0.164
UBC	JAK1	0.164
UBC	SP100	0.164
UBC	AHCY	0.164
UBC	HIST1H2BO	0.164
UBC	CFL1	0.164
UBC	EIF4B	0.164
UBC	ATP2B4	0.164
UBC	VAMP1	0.164
UBC	RRM1	0.164
UBC	IL32	0.164
UBC	CCND1	0.164
UBC	KDELR1	0.164
UBC	GADD45A	0.164
UBC	EEF1B2	0.164
UBC	ATP5F1	0.164
UBC	ACP1	0.164
UBC	ACAT1	0.164
UBC	MYL9	0.164
UBC	CCNE1	0.164
UBC	POLR2A	0.164
UBC	CDK2	0.164
UBC	APC	0.164
UBC	ADRBK1	0.164
UBC	ACKR3	0.164
UBC	F2R	0.164
UBC	MCM3	0.164
UBC	MPST	0.164
UBC	RPS12	0.164
UBC	YY1	0.164
UBC	DNAJB1	0.164
UBC	DNAJB2	0.164
UBC	ATP5A1	0.164
UBC	PSMA1	0.164
UBC	PSMA2	0.164
UBC	PSMA3	0.164
UBC	PSMA4	0.164
UBC	NFKBIA	0.164
UBC	ITGA3	0.164
UBC	MSN	0.164
UBC	DDX6	0.164
UBC	CTNNA2	0.164
UBC	DNMT1	0.164
UBC	U2AF2	0.164
UBC	RPL13	0.164
UBC	S100A4	0.164
UBC	HMGB2	0.164
UBC	PTBP1	0.164
UBC	TARS	0.164
UBC	VARS	0.164
UBC	EEF1G	0.164
UBC	STOM	0.164
UBC	YWHAQ	0.164
UBC	MAPK3	0.164
UBC	MARK3	0.164
UBC	RPL10	0.164
UBC	RPA1	0.164
UBC	APEX1	0.164
UBC	DCK	0.164
UBC	CAD	0.164
UBC	CALR	0.164
UBC	MAP4	0.164
UBC	CANX	0.164
UBC	PIK3R1	0.164
UBC	PSMB8	0.164
UBC	PSMB9	0.164
UBC	PSMA5	0.164
UBC	PSMB4	0.164
UBC	PSMB6	0.164
UBC	PSMB5	0.164
UBC	ABCD3	0.164
UBC	SSFA2	0.164
UBC	NDUFS1	0.164
UBC	POLD1	0.164
UBC	SMARCA1	0.164
UBC	MAPK1	0.164
UBC	DUSP1	0.164
UBC	RXRB	0.164
UBC	ERCC5	0.164
UBC	LAP3	0.164
UBC	GTF2E1	0.164
UBC	GTF2E2	0.164
UBC	TPP2	0.164
UBC	IMPA1	0.164
UBC	EPHA2	0.164
UBC	EPHB2	0.164
UBC	PTPN6	0.164
UBC	SHC1	0.164
UBC	CRABP2	0.164
UBC	KDM5A	0.164
UBC	TKT	0.164
UBC	NOS1	0.164
UBC	RBMS1	0.164
UBC	PML	0.164
UBC	TYK2	0.164
UBC	EEF1D	0.164
UBC	OAS2	0.164
UBC	MARCKS	0.164
UBC	GNA11	0.164
UBC	ALDH4A1	0.164
UBC	ERP29	0.164
UBC	PRDX6	0.164
UBC	C21orf33	0.164
UBC	PRDX5	0.164
UBC	DDT	0.164
UBC	PRDX3	0.164
UBC	RPL12	0.164
UBC	ECHS1	0.164
UBC	CMPK1	0.164
UBC	PEBP1	0.164
UBC	PDIA3	0.164
UBC	PPP2R1A	0.164
UBC	PPP2R1B	0.164
UBC	CDC27	0.164
UBC	CCND2	0.164
UBC	CDC25A	0.164
UBC	CDC25B	0.164
UBC	CDC25C	0.164
UBC	PPIF	0.164
UBC	NMT1	0.164
UBC	HLA-A	0.164
UBC	HLA-B	0.164
UBC	HLA-F	0.164
UBC	AVPR2	0.164
UBC	HMOX2	0.164
UBC	ADSS	0.164
UBC	AXL	0.164
UBC	CHRNA5	0.164
UBC	ADSL	0.164
UBC	PKLR	0.164
UBC	SRI	0.164
UBC	SERPINB1	0.164
UBC	GCH1	0.164
UBC	SLC7A1	0.164
UBC	ALDH1B1	0.164
UBC	ALDH3A1	0.164
UBC	POLR2B	0.164
UBC	SDHA	0.164
UBC	CORO1A	0.164
UBC	GDI1	0.164
UBC	MAT2A	0.164
UBC	PRKAR1B	0.164
UBC	PRKAR2B	0.164
UBC	CPS1	0.164
UBC	RRM2	0.164
UBC	FGF9	0.164
UBC	SDC4	0.164
UBC	SLC6A6	0.164
UBC	DNAJA1	0.164
UBC	AKT1	0.164
UBC	AKT2	0.164
UBC	UQCRC1	0.164
UBC	ATIC	0.164
UBC	HNRNPH3	0.164
UBC	HNRNPH1	0.164
UBC	YWHAB	0.164
UBC	SFN	0.164
UBC	STIP1	0.164
UBC	S100A11	0.164
UBC	L1CAM	0.164
UBC	PRDX2	0.164
UBC	ARRB2	0.164
UBC	PYCR1	0.164
UBC	ELF1	0.164
UBC	GTF2H1	0.164
UBC	STX2	0.164
UBC	CTH	0.164
UBC	RPL9	0.164
UBC	ACSL1	0.164
UBC	KIF5B	0.164
UBC	CSTF2	0.164
UBC	DUT	0.164
UBC	ABCC1	0.164
UBC	CKS2	0.164
UBC	HIST1H2BB	0.164
UBC	KDELR2	0.164
UBC	TTK	0.164
UBC	MCM4	0.164
UBC	MCM5	0.164
UBC	MCM7	0.164
UBC	SDC2	0.164
UBC	SHMT1	0.164
UBC	SHMT2	0.164
UBC	HSPA1L	0.164
UBC	HSPA4	0.164
UBC	MPI	0.164
UBC	PFN2	0.164
UBC	CTNNA1	0.164
UBC	CTNNB1	0.164
UBC	BMI1	0.164
UBC	NOS2	0.164
UBC	PHB	0.164
UBC	SERPINB6	0.164
UBC	NF2	0.164
UBC	RDX	0.164
UBC	RPA3	0.164
